fold,model,calibration,selected_method,n_test,prevalence,fit_time_model,pr_auc,roc_auc,brier,logloss,ece,ici,cal_intercept,cal_slope,oe_ratio,pred_mean,recall_005,precision_005,value_capture_005,recall_01,precision_01,value_capture_01
4,lightgbm,isotonic,,50000,0.03792,5.699575185775757,0.5024180692145714,0.9055538334312225,0.024538796152695976,0.10263705263158125,0.004699113775990582,0.006034386365572596,-0.1369699051287978,0.8896989322400085,1.1012751607345626,0.03443281148256076,0.12289029535864979,0.932,0.06134243880299059,0.23839662447257384,0.904,0.11439933371433572
4,lightgbm,bgb,,50000,0.03792,5.699575185775757,0.5264542735328099,0.9068695590812031,0.024353238417984886,0.09807809520400804,0.005035743354363002,0.00533702141541811,0.06975024733200946,0.9740156501281397,1.0875465962168562,0.03486747154734211,0.1239451476793249,0.94,0.064613786077125,0.23945147679324894,0.908,0.11681232366372021
4,lightgbm,opbgb_symmetric,,50000,0.03792,5.699575185775757,0.5246885051797124,0.9068669386161209,0.024351071988037903,0.09801421546115689,0.004641820237854263,0.005190852388386828,0.06827918226040984,0.9747486674184973,1.084738747355276,0.03495772608146757,0.1239451476793249,0.94,0.064613786077125,0.23945147679324894,0.908,0.11681232366372021
4,lightgbm,opbgb_two_sided,,50000,0.03792,5.699575185775757,0.5246885051797123,0.9068669386161209,0.024344843704680035,0.09799145908175909,0.004827630213197388,0.005093745764360329,0.06724084243407864,0.9740204218724478,1.0853262736622817,0.03493880220188927,0.1239451476793249,0.94,0.064613786077125,0.23945147679324894,0.908,0.11681232366372021
4,lightgbm,nested_selected,opbgb_two_sided,50000,0.03792,5.699575185775757,0.5246885051797123,0.9068669386161209,0.024344843704680035,0.09799145908175909,0.004827630213197388,0.005093745764360329,0.06724084243407864,0.9740204218724478,1.0853262736622817,0.03493880220188927,0.1239451476793249,0.94,0.064613786077125,0.23945147679324894,0.908,0.11681232366372021
4,xgboost,raw,,50000,0.03792,16.747452974319458,0.5442721491303206,0.9037624659580754,0.024015000460021484,0.09954355273161712,0.012739978505186735,0.012688626824593957,-0.21067119379737634,1.0998327865620645,0.7575376218063108,0.05005691982608289,0.12236286919831224,0.928,0.07119286564426824,0.23523206751054854,0.892,0.12770621508497504
4,xgboost,platt,,50000,0.03792,16.747452974319458,0.5442721491303206,0.9037624659580754,0.02385073103385971,0.0971123214034616,0.004705471581273515,0.005249906146797082,0.12144822696549422,0.9842169094719261,1.1040944115980393,0.03434488898926272,0.12236286919831224,0.928,0.07119286564426824,0.23523206751054854,0.892,0.12770621508497504
4,xgboost,beta,,50000,0.03792,16.747452974319458,0.5442721491303206,0.9037624659580754,0.023856967616920913,0.09719681837553695,0.004793849987664759,0.005341129373313659,0.11388059984162319,0.9814104122899185,1.103750842525317,0.0343555796643754,0.12236286919831224,0.928,0.07119286564426824,0.23523206751054854,0.892,0.12770621508497504
4,xgboost,isotonic,,50000,0.03792,16.747452974319458,0.5153884972437837,0.9025546782516222,0.024140520226439654,0.10571649339791885,0.005147842802164403,0.006952925907701317,-0.23360202311767064,0.8504582322376388,1.1109742903336848,0.03413220299509415,0.12130801687763713,0.92,0.07168675154845584,0.23523206751054854,0.892,0.14015464991140128
4,xgboost,bgb,,50000,0.03792,16.747452974319458,0.5442721491303206,0.9037624659580754,0.023951604209289303,0.09757516882939635,0.004847839797419597,0.005687368766929342,0.1316383447482395,0.9852022659391589,1.1108885963318795,0.03413483595493796,0.12236286919831224,0.928,0.07119286564426824,0.23523206751054854,0.892,0.12770621508497504
4,xgboost,opbgb_symmetric,,50000,0.03792,16.747452974319458,0.5442721491303206,0.9037624659580754,0.02383452868152138,0.09697962322671916,0.004621763650497577,0.005059535288458535,0.11250437846259023,0.9824407155820292,1.101148826005031,0.03443676195666829,0.12236286919831224,0.928,0.07119286564426824,0.23523206751054854,0.892,0.12770621508497504
4,xgboost,opbgb_two_sided,,50000,0.03792,16.747452974319458,0.5442721491303206,0.9037624659580754,0.02382410016929616,0.09686373149249299,0.004250500869376273,0.004920285082562597,0.11816605237352784,0.9846793971452722,1.1015464829999386,0.03442433032578809,0.12236286919831224,0.928,0.07119286564426824,0.23523206751054854,0.892,0.12770621508497504
4,xgboost,nested_selected,opbgb_two_sided,50000,0.03792,16.747452974319458,0.5442721491303206,0.9037624659580754,0.02382410016929616,0.09686373149249299,0.004250500869376273,0.004920285082562597,0.11816605237352784,0.9846793971452722,1.1015464829999386,0.03442433032578809,0.12236286919831224,0.928,0.07119286564426824,0.23523206751054854,0.892,0.12770621508497504
