model,calibration,metric,n_units,unit,mean,sd,median,q1,q3,min,max,resampling_interval_low,resampling_interval_high,resamples_enumerated,interval_interpretation
logistic,opbgb_symmetric,ece,4,temporal fold,0.008320658266832275,0.003041541036301847,0.00875334619853035,0.006912130411297,0.010161874054065625,0.0043483991466436,0.0114275415236248,0.005696295584369175,0.01058376321058535,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
logistic,opbgb_symmetric,ici,4,temporal fold,0.009786411932177625,0.0025328415979512567,0.010138233858059901,0.008539659301191575,0.01138498648904595,0.0065153509571108,0.0123538290554799,0.007652022959558425,0.0117079340111906,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
logistic,opbgb_symmetric,cal_intercept,4,temporal fold,0.015610873983568925,0.5831700092501563,0.0783834113565097,-0.1743588838119453,0.268353169152024,-0.7533344405533405,0.6590111137745969,-0.5304673668455472,0.49891657743974427,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
logistic,opbgb_symmetric,cal_slope,4,temporal fold,1.0260028488764459,0.1699372220527851,1.0038304161415863,0.9531163056934294,1.0767169593246027,0.8428962511252218,1.2534543120973891,0.8866233154440015,1.1875548150437498,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
logistic,opbgb_symmetric,oe_ratio,4,temporal fold,0.9706332255918495,0.17786331733960034,0.9995540494070454,0.9137773783618122,1.0564098966370827,0.7291252082744507,1.1542995952788566,0.8027889054782943,1.109556721890209,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
logistic,opbgb_symmetric_monotone,brier,4,temporal fold,0.0320775702433287,0.0021917679542856235,0.03127927896393255,0.031004926893481624,0.032351922313779626,0.0304419934056833,0.0353097296397664,0.030672991688875148,0.0342804400771784,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
logistic,opbgb_symmetric_monotone,logloss,4,temporal fold,0.13091060762317114,0.010545282568710321,0.12668268506067198,0.12475134291111686,0.1328419497727263,0.1238052873276097,0.1464717730437309,0.1244359910499478,0.14112050347586966,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
logistic,opbgb_symmetric_monotone,ece,4,temporal fold,0.008564793563753975,0.004207515230751825,0.0085278576948747,0.006562611693827726,0.01053003956480095,0.003538551938671,0.0136649069265955,0.0050251848983872745,0.01214133809799995,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
logistic,opbgb_symmetric_monotone,ici,4,temporal fold,0.0144528509914108,0.007804355156238576,0.012995810405087151,0.010287889551715926,0.017160771844782027,0.0066995471194391,0.0251202360360298,0.00865156461817085,0.0217111779509744,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
logistic,opbgb_symmetric_monotone,cal_intercept,4,temporal fold,1.0235624241202506,2.7566423974793732,0.12022909569933665,-0.330079036704422,1.4738705565240093,-1.1940409181164613,5.04783242319879,-0.8248932050125755,3.7753513816739908,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
logistic,opbgb_symmetric_monotone,cal_slope,4,temporal fold,1.3379891351086703,0.8310359801581882,1.0503741302407297,0.8938007704608653,1.4945624948885348,0.6970530675130123,2.55415521244021,0.8081310312275867,2.155462243857695,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
logistic,opbgb_symmetric_monotone,oe_ratio,4,temporal fold,0.9612200061194962,0.19299215403115538,1.0096675457083253,0.892017037244469,1.0788705145833526,0.6924043769146344,1.1331405561466998,0.7844984078682017,1.0969605284378017,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
logistic,opbgb_two_sided_monotone,brier,4,temporal fold,0.031652037393936024,0.0016343759288583802,0.03104583285661,0.03077269470010795,0.03192517555043808,0.0304572452486038,0.0340592386139203,0.03064638923543885,0.033263890089759225,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
logistic,opbgb_two_sided_monotone,logloss,4,temporal fold,0.12787023621952992,0.00629846983929006,0.12606272443370944,0.1243418083745947,0.12959115227864468,0.1224833957576944,0.1368721002530064,0.12365358922340183,0.13389439500147848,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
logistic,opbgb_two_sided_monotone,ece,4,temporal fold,0.0089664997741063,0.0036929873980971204,0.0090782541999784,0.007256132173335175,0.010788621800749524,0.0044204093986531,0.0132890812978153,0.005804090874421725,0.012017154247918776,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
logistic,opbgb_two_sided_monotone,ici,4,temporal fold,0.010697856768077201,0.002914989345446793,0.01074984269510545,0.0090527567174086,0.01239494274577405,0.0072488752896109,0.014042866392487,0.008398065183092274,0.012945662426033877,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
logistic,opbgb_two_sided_monotone,cal_intercept,4,temporal fold,-0.01606261001387707,0.8267738729452428,0.0973788293986568,-0.29498748889977217,0.3763037082845519,-1.1224867486887933,0.8634786498359713,-0.7883870462414087,0.6428203868011205,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
logistic,opbgb_two_sided_monotone,cal_slope,4,temporal fold,0.9978802782136804,0.20764434095551573,1.0392818301357747,0.9042491370845611,1.1329129712648942,0.7202253577309145,1.1927320948522582,0.8184123341487957,1.1528526791273488,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
logistic,opbgb_two_sided_monotone,oe_ratio,4,temporal fold,1.006747979474144,0.250988379062294,1.0125339210396294,0.8940891331570872,1.1251927673566862,0.6983119532512378,1.30361212256608,0.7901638771768171,1.217546140205986,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
logistic,opbgb_two_sided_unconstrained,brier,4,temporal fold,0.031164264311947524,0.0017305589723159002,0.03104034427531685,0.03011695780181685,0.03208765078544753,0.0292762453424163,0.0333001233547401,0.02983672031535,0.032574391338126,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
logistic,opbgb_two_sided_unconstrained,logloss,4,temporal fold,0.1260097953673647,0.006509902791930082,0.12641415360063005,0.12309488394070722,0.12932906502728753,0.1178068292963927,0.133404044971806,0.1203478065670732,0.13126742593439086,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
logistic,opbgb_two_sided_unconstrained,ece,4,temporal fold,0.008136661117855175,0.003335412732179844,0.00829304839127365,0.0068060376975302,0.009623671811598625,0.003935851225439,0.0120246964634344,0.005157720984325924,0.01095921397796595,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
logistic,opbgb_two_sided_unconstrained,ici,4,temporal fold,0.009414504420495726,0.002723527895293513,0.00932187939297665,0.008152464597843325,0.01058391921562905,0.0062154841810834,0.0127987747149462,0.00712302164811005,0.011798612220400476,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
logistic,opbgb_two_sided_unconstrained,cal_intercept,4,temporal fold,-0.045869327291011446,0.5984724414790522,0.07625990912090486,-0.21315680533455136,0.24354738716444477,-0.8770708775517981,0.5410737501459426,-0.6217101749545288,0.4078422839605897,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
logistic,opbgb_two_sided_unconstrained,cal_slope,4,temporal fold,1.0037002522698717,0.1669935913363869,1.0009296804188204,0.9440931944900272,1.060536738198665,0.8022065151668404,1.2107351330750058,0.8542725380184347,1.1558985383723601,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
logistic,opbgb_two_sided_unconstrained,oe_ratio,4,temporal fold,0.9697083750209041,0.18286550284599085,1.0020345162054842,0.9171021203061407,1.0546407709202474,0.7189486555382893,1.1558158121343585,0.7944404309492696,1.1126501779079583,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
logistic,platt,brier,4,temporal fold,0.03281949887889528,0.0025227419294413496,0.03236452440745715,0.030868306012599125,0.0343157172737533,0.0305998888169096,0.0359490578837572,0.030778833614035953,0.034860164143754604,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
logistic,platt,logloss,4,temporal fold,0.1509295808491619,0.033935103190023796,0.13899820914920585,0.12711326696472364,0.1628145230336441,0.1267456131253097,0.1989762919729262,0.126990715684919,0.18104117354082674,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
logistic,platt,ece,4,temporal fold,0.0111069828118802,0.003977089011714573,0.01078900538417215,0.00958695845157335,0.012309029744479,0.0065789427176981,0.0162709777614784,0.007681302139643374,0.014850640911825076,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
logistic,platt,ici,4,temporal fold,0.013773287129382675,0.004027990710020829,0.0141567555630442,0.0109267484903609,0.017003294202065974,0.0092855851702241,0.0174940522212182,0.010379694050315299,0.01716688020845005,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
logistic,platt,cal_intercept,4,temporal fold,-0.7109070699281784,1.5889304671887219,-0.4331142327499931,-1.3637876191055731,0.2197663164274016,-2.8438155782347656,0.866415764022038,-2.1318075585354435,0.4353161322922804,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
logistic,platt,cal_slope,4,temporal fold,0.7934905015006795,0.47487797082855876,0.84439381426191,0.5543333012774732,1.0835510144851161,0.1907083302648204,1.2944660472140777,0.3963427485924809,1.15385602539477,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
logistic,platt,oe_ratio,4,temporal fold,0.958592844816575,0.20899557559766793,1.0010540884406334,0.8966454701071311,1.0630014631500775,0.6689473911836435,1.1633158112013902,0.759101380170976,1.115623065838116,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
logistic,raw,brier,4,temporal fold,0.20542526039214226,0.012271294394276057,0.20707931440616675,0.19985557806874904,0.21264899672955997,0.189403927181109,0.2181384855751266,0.19475773716442452,0.21447882634474885,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
logistic,raw,logloss,4,temporal fold,0.6430089681949391,0.06023769722151545,0.6221270429073622,0.6036751840911623,0.6614608270111391,0.5983747101607654,0.7294070768042669,0.6019083594476966,0.6984158097868571,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
logistic,raw,ece,4,temporal fold,0.3884799509312271,0.017829203548253868,0.3937034690043776,0.3838976692019106,0.398285750733694,0.3629002771532347,0.4036125885629185,0.3713027423959142,0.4004336413933895,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
logistic,raw,ici,4,temporal fold,0.3884799510254786,0.017829203654915814,0.39370346900437747,0.3838976692019106,0.3982857508279455,0.3629002771532348,0.4036125889399246,0.3713027423959142,0.40043364167614404,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
logistic,raw,cal_intercept,4,temporal fold,-3.450881762244367,0.1784743473250122,-3.4910146783242686,-3.532546564875034,-3.409349875693602,-3.621502747227375,-3.1999949451015555,-3.5859107735599354,-3.2757198348488963,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
logistic,raw,cal_slope,4,temporal fold,0.6803401911571757,0.4271340200516191,0.7391306389245074,0.3964907791549013,1.022980050926782,0.1819568921528532,1.061142594626835,0.3249794834875519,1.0357008988267995,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
logistic,raw,oe_ratio,4,temporal fold,0.08548622618475132,0.01001291435625655,0.08767349348097475,0.08105201809677415,0.09210770156895193,0.0719919256118863,0.0946059921651695,0.07681267871813457,0.09294046510102445,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,beta,brier,4,temporal fold,0.023514880096844725,0.0010844083010116887,0.02362477347175025,0.023071080958209277,0.0240685726103857,0.0221065858530983,0.0247033875907801,0.022544181294053948,0.024375685524729972,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,beta,logloss,4,temporal fold,0.09648737391769863,0.00365142853905581,0.09690063204878245,0.0953659104629121,0.09802209550356897,0.0916503046855644,0.1004979268876652,0.09303693310805752,0.09952455659625592,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,beta,ece,4,temporal fold,0.005410501221030474,0.002987655907770598,0.00424265627697,0.0036086030783931498,0.006044554419607325,0.0033600246147467,0.0097966677154352,0.003525743590511,0.008270366428145225,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,beta,ici,4,temporal fold,0.006132060585951125,0.0031138905803963887,0.0048483846243733,0.0042912807453165756,0.00668916446500785,0.0040982033549673,0.0107332697400906,0.00422692161520015,0.009138862273926199,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,beta,cal_intercept,4,temporal fold,-0.1849482678048265,0.39934164699881214,-0.05629020903854445,-0.34212022541231524,0.10088174856894427,-0.7410932529838403,0.1138805998416231,-0.5316827402017008,0.10521469899317057,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,beta,cal_slope,4,temporal fold,0.9312516417592561,0.0744600666125787,0.9434616470229167,0.8886185830762217,0.9860947057059511,0.8379356870371417,1.0001475859540492,0.8717242843965284,0.9907789991219839,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,beta,oe_ratio,4,temporal fold,0.9887109014073066,0.15087825523752157,1.0409429556413183,0.9530234849436403,1.0766303721049846,0.7692068518212727,1.103750842525317,0.8438026926905062,1.085670528911762,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,bgb,brier,4,temporal fold,0.023552342860326474,0.0010682148805141317,0.0236706120190644,0.023084042127702924,0.02413891275168795,0.0221673090242932,0.0247008383788839,0.022613382820542226,0.0243730337413728,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,bgb,logloss,4,temporal fold,0.09659427019309227,0.0036433968501841606,0.09708174948607465,0.09537270631304888,0.09830331336611806,0.0917258348239365,0.1004877469762833,0.09318816832530144,0.0995128927679007,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,bgb,ece,4,temporal fold,0.005377653659575651,0.0029381523790253904,0.0042507103259434,0.0035736912529807,0.00605467273253835,0.0033340224485209,0.0096751715378949,0.0034938016514940995,0.008169773867038,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,bgb,ici,4,temporal fold,0.006198136170538825,0.0030444461748548144,0.005038245469850501,0.0043101097691740755,0.0069262718712152505,0.0040730725583812,0.0106429811840731,0.004231097365576451,0.00907951643124775,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,bgb,cal_intercept,4,temporal fold,-0.1783731477397114,0.40318890617919795,-0.0534123951218275,-0.3393900181625161,0.10760447530097719,-0.7383061454634302,0.1316383447482395,-0.5288313127262669,0.1156157651167313,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,bgb,cal_slope,4,temporal fold,0.9331388516748491,0.07494337089650427,0.9458677581784556,0.8897639866051953,0.9892426232481095,0.8394561951675241,1.0013636951749614,0.8729947227926382,0.9932829805570602,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,bgb,oe_ratio,4,temporal fold,0.9906852264982094,0.1521830901064647,1.0408054622138656,0.953245867513899,1.078244821198176,0.7702413852332269,1.1108885963318795,0.844521929629989,1.089126079576077,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,isotonic,brier,4,temporal fold,0.02369119572066785,0.001065932155015699,0.02380146992115635,0.023179291082128725,0.024313374559695473,0.0223299054808956,0.0248319375594631,0.0227825591672816,0.0244895580735656,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,isotonic,logloss,4,temporal fold,0.10192414507668748,0.005451321328598934,0.10405083038772545,0.10098015543154362,0.10499482003286933,0.0938784261333803,0.1057164933979188,0.09659738516116509,0.10523537782121915,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,isotonic,ece,4,temporal fold,0.0059014603004485,0.00308982096665787,0.004701997630892799,0.0041290323807592,0.0064744255505821,0.0037476721441732,0.0104541737958352,0.0040019123018972,0.0089046684617817,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,isotonic,ici,4,temporal fold,0.0068636288914686,0.0032887588188817,0.0057618987185704,0.0045399431964355,0.0080855844136035,0.0044471581974235,0.0114835599313101,0.0045090148634315,0.00975538783084245,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,isotonic,cal_intercept,4,temporal fold,-0.4365441604010641,0.36828997892379733,-0.410184265874181,-0.6591465791762291,-0.18758184709901607,-0.876286790812842,-0.0495213190430525,-0.7315266497217667,-0.14156167108036152,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,isotonic,cal_slope,4,temporal fold,0.834846358699348,0.07966423537298746,0.8179500713203163,0.7798080927462854,0.8729883372733789,0.7629066397761604,0.9405786523805988,0.774174275089577,0.9017944668861975,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,isotonic,oe_ratio,4,temporal fold,0.9906885815549473,0.15512558670690915,1.0428180335979365,0.9507287730896011,1.0827778420632825,0.7661439686902317,1.1109742903336848,0.8429527330109609,1.0921766581534165,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,nested_selected,brier,4,temporal fold,0.023428947271366827,0.0014352508343065786,0.0237240858840769,0.0229209111369595,0.024232122018484226,0.0214555174648813,0.0248120998524322,0.0221013371171197,0.024461418812903875,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,nested_selected,logloss,4,temporal fold,0.09628975117068711,0.004630564196370012,0.0969027981545181,0.0948129572642217,0.09837959206098353,0.090096051226278,0.1012573571474343,0.09192712267775015,0.10003933267979312,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,nested_selected,ece,4,temporal fold,0.0056711387233054755,0.002623364850872073,0.00597482118275155,0.0048768481560929,0.006769111749964125,0.0021897681795212,0.0085451443481976,0.003186601355612475,0.0078519936315524,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,nested_selected,ici,4,temporal fold,0.006270587052728925,0.0020120738447177914,0.00617114996589215,0.005507343500597525,0.00693439351802355,0.0039133316097905,0.0088267166693409,0.00451090349090565,0.008129707701388975,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,nested_selected,cal_intercept,4,temporal fold,-0.05985757819631758,0.39119252038680147,-0.05781966583733229,-0.2765134671120088,0.15883622307835893,-0.520925912063174,0.3971349309525682,-0.37084360393397486,0.24909053518235436,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,nested_selected,cal_slope,4,temporal fold,0.9702252956320085,0.058470225100307194,0.9512430906535381,0.9428750395241776,0.978593346761369,0.922839981883834,1.055575019337124,0.9303631837219047,1.0290696125205827,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,nested_selected,oe_ratio,4,temporal fold,1.0172968309524326,0.18013679558280943,1.0502905145063912,0.9139180434472152,1.1536693020116084,0.7909086847872019,1.1776976100097458,0.8729149238938774,1.1616787380109876,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,opbgb_symmetric,brier,4,temporal fold,0.0235224917944767,0.0012094607662515523,0.02361284346472535,0.023036650218590977,0.02409868504061107,0.0219731261305757,0.0248911541178804,0.0224384767683121,0.024516155150392648,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,opbgb_symmetric,logloss,4,temporal fold,0.0966469251222685,0.004151430096831546,0.0967838970146098,0.0952993713969426,0.0981314507399357,0.0914329731802689,0.1015869332795855,0.09281963569188144,0.10033724266031425,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,opbgb_symmetric,ece,4,temporal fold,0.0056294385276491,0.00267950608024308,0.00468452943864445,0.0043607441340394746,0.005953223832254075,0.0035776855846654,0.0095710096486421,0.0038700879951969,0.00833369814910595,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,opbgb_symmetric,ici,4,temporal fold,0.006493618234663175,0.0028502821020472,0.005656825772913749,0.0048199065185635746,0.0073305374890133505,0.0041010202088788,0.0105598011839464,0.00458027774866865,0.009184734710074426,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,opbgb_symmetric,cal_intercept,4,temporal fold,-0.16841201867300162,0.4272426960999334,-0.04900984820794815,-0.3468946384588149,0.1294727715778651,-0.7560063291998,0.1803779509236898,-0.5388786522842025,0.14644116469314,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,opbgb_symmetric,cal_slope,4,temporal fold,0.9372912668586889,0.08581728831476164,0.9438139192748204,0.8872542829466462,0.993850903186863,0.8334557628837501,1.0280814660013646,0.8693214429256808,1.0052610907916968,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,opbgb_symmetric,oe_ratio,4,temporal fold,0.9890988301563195,0.1504980437264703,1.0425584713113347,0.9523907166695926,1.0792665847980616,0.7701295519975773,1.101148826005031,0.8455902900971175,1.0865606652003847,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,opbgb_symmetric_monotone,brier,4,temporal fold,0.02343304871810955,0.0014458276442999545,0.023732285214998,0.02288257898603305,0.0242827549470745,0.02145552459001,0.0248120998524322,0.02211822010382965,0.0244592032488604,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,opbgb_symmetric_monotone,logloss,4,temporal fold,0.09641063127313447,0.004662788001874352,0.09714455220535675,0.09491316175794738,0.09864202172054384,0.0900960635343901,0.1012573571474343,0.092014608462021,0.10007273315202567,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,opbgb_symmetric_monotone,ece,4,temporal fold,0.0059975857113819,0.002202898350679328,0.006140219212172299,0.00536869507452125,0.0067691098490329496,0.0031647676767101,0.0085451367444729,0.00391785097850415,0.00793468694346925,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,opbgb_symmetric_monotone,ici,4,temporal fold,0.0064496875694270255,0.0021019263411270724,0.0065820182058412505,0.005481009055720175,0.0075506967195481,0.0038079938302811,0.0088267200357445,0.00463733427624815,0.008129710226191675,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,opbgb_symmetric_monotone,cal_intercept,4,temporal fold,-0.031046652410031433,0.41536508712125786,-0.036451649809043,-0.24446268880925393,0.17696438659017946,-0.5209308950218902,0.4696475849998504,-0.370847341153012,0.31415903373196064,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,opbgb_symmetric_monotone,cal_slope,4,temporal fold,0.9794185542500748,0.06749202994636899,0.9588517061668154,0.9454090669508115,0.9928611934660788,0.9228379000948944,1.0771329045717744,0.9333210808455492,1.0460828757378602,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,opbgb_symmetric_monotone,oe_ratio,4,temporal fold,1.020322174255131,0.17938902510549393,1.055641842901029,0.9219450233263824,1.1540189938297776,0.7909086339360433,1.1790963772824228,0.878266226862936,1.162378121647326,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,opbgb_two_sided_monotone,brier,4,temporal fold,0.023425673447995975,0.0014310529816891255,0.0237240858840769,0.0229209111369595,0.024228848195113374,0.0214555174648813,0.0247990045589488,0.0221013371171197,0.024451597342791325,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,opbgb_two_sided_monotone,logloss,4,temporal fold,0.09628232580106402,0.00461995474289976,0.0969027981545181,0.0948129572642217,0.09837216669136042,0.090096051226278,0.1012276556689419,0.09192712267775015,0.10001705657092383,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,opbgb_two_sided_monotone,ece,4,temporal fold,0.00563238214021905,0.002614528598622352,0.005897308016578701,0.0048768481560929,0.00665284200070485,0.0021897681795212,0.0085451443481976,0.00314784477252605,0.0078519936315524,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,opbgb_two_sided_monotone,ici,4,temporal fold,0.006286030634826625,0.0020099364678350514,0.00620203713008755,0.005553674246890625,0.00693439351802355,0.0039133316097905,0.0088267166693409,0.00451090349090565,0.008145151283486675,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,opbgb_two_sided_monotone,cal_intercept,4,temporal fold,-0.05903165641794379,0.39158783546551823,-0.056167822280584694,-0.2765134671120088,0.16131398841348032,-0.520925912063174,0.3971349309525682,-0.37001768215560105,0.24909053518235436,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,opbgb_two_sided_monotone,cal_slope,4,temporal fold,0.9704814216851131,0.05837138678385444,0.9517553427597472,0.9428750395241776,0.9793617249206825,0.922839981883834,1.055575019337124,0.9306193097750094,1.0290696125205827,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,opbgb_two_sided_monotone,oe_ratio,4,temporal fold,1.0174221168899766,0.18025596651509218,1.0505410863814792,0.9139180434472152,1.1540451598242405,0.7909086847872019,1.1776976100097458,0.8729149238938774,1.1619293098860757,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,opbgb_two_sided_unconstrained,brier,4,temporal fold,0.023505500604080347,0.0011827473030616347,0.023612861999920548,0.023044499405552674,0.024073863198448224,0.0219731261305757,0.0248231522859046,0.022435869640255797,0.0244677701720647,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,opbgb_two_sided_unconstrained,logloss,4,temporal fold,0.0964930108496667,0.003969225768214748,0.0967035301320282,0.09526573987373985,0.09793080110795505,0.0914329731802689,0.1011320099543415,0.0927906627583249,0.099984839658647,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,opbgb_two_sided_unconstrained,ece,4,temporal fold,0.0053597958206787755,0.0028161360811487894,0.0040744733830555,0.0038536411395416,0.005580628064192675,0.003719226867962,0.0095710096486421,0.0038088363823484,0.008152868710665276,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,opbgb_two_sided_unconstrained,ici,4,temporal fold,0.00636949084459325,0.002832705986101679,0.00524617428590745,0.0047966672175748,0.0068189979129259,0.0044258136226117,0.0105598011839464,0.0046730493525871004,0.009149922158600426,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,opbgb_two_sided_unconstrained,cal_intercept,4,temporal fold,-0.16274549603498073,0.4200003298144644,-0.022902844646277697,-0.3119803885495124,0.12633204786825397,-0.7560063291998,0.1508300343524325,-0.5374632338064681,0.13449804336298016,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,opbgb_two_sided_unconstrained,cal_slope,4,temporal fold,0.9387154506205372,0.08133554223999596,0.9517823904601792,0.8975279785522522,0.9929698625284642,0.8334557628837501,1.0178412586780403,0.8712616714491307,1.0012603279116563,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,opbgb_two_sided_unconstrained,oe_ratio,4,temporal fold,0.989385031409484,0.1506318872104302,1.04293204532021,0.9529802940369458,1.079336782692748,0.7701295519975773,1.1015464829999386,0.8455805513124375,1.0867400161284784,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,platt,brier,4,temporal fold,0.023519176841312474,0.0012282787793906564,0.0236246598098124,0.023032428964742377,0.0241114076863825,0.0219339501016742,0.0248934376439509,0.022413145334720577,0.024519725379404448,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,platt,logloss,4,temporal fold,0.09679364818962145,0.004047101425820993,0.09689870231569331,0.09544850288014663,0.09824384762516812,0.0917387618368115,0.1016384262902877,0.09308215172847403,0.10040009052469702,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,platt,ece,4,temporal fold,0.005534084815775875,0.002307012763836309,0.00475247026964635,0.004458056874905225,0.005828498210516999,0.0037158127558004,0.0089155859680104,0.0039867268063551,0.007863057371326174,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,platt,ici,4,temporal fold,0.0063093732855036755,0.0023598612002842505,0.0057744942022847,0.0049635641735425754,0.0071203033142458,0.0041045382537793,0.009583966483666,0.004653174254777575,0.008500451399448751,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
xgboost,platt,cal_intercept,4,temporal fold,-0.20623891481445508,0.4951631278367536,-0.04995592495725655,-0.39117554442535574,0.1349807046536441,-0.900621947061401,0.1755781377180938,-0.6451044035546771,0.148513182341794,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
