model,calibration,metric,n_units,unit,mean,sd,median,q1,q3,min,max,resampling_interval_low,resampling_interval_high,resamples_enumerated,interval_interpretation
logistic,isotonic,cal_intercept,4,temporal fold,-0.2869313998525409,0.7636568129928962,-0.0640385127478685,-0.4329393621570625,0.08196944955665308,-1.3889557848824887,0.369307210968062,-1.045169289723654,0.24841360291389974,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
logistic,isotonic,cal_slope,4,temporal fold,0.9225170001152603,0.21369566166068238,0.952911702090727,0.864619686343578,1.0108090158624092,0.6342093463853232,1.1500352498942634,0.7167570775852735,1.09788222066978,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
logistic,isotonic,oe_ratio,4,temporal fold,0.9487559077786292,0.19408549164260205,0.9937650046552579,0.9090496041681478,1.0334713082657392,0.6748187424549557,1.132674879349045,0.7562149196507093,1.09628779902992,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
logistic,nested_selected,brier,4,temporal fold,0.0314079962287079,0.0011703475666647116,0.03104583285661,0.030768881739377828,0.03168494734594007,0.0304419934056833,0.0330983257959283,0.030634950353248473,0.03254320547626523,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
logistic,nested_selected,logloss,4,temporal fold,0.12686286495685312,0.004359073705192483,0.126115432196405,0.12442087001863802,0.1285574271346201,0.1224833957576944,0.1327371996769081,0.12365358922340183,0.13081957345075257,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
logistic,nested_selected,ece,4,temporal fold,0.007859190763552674,0.004097779097818861,0.0073045649088622,0.00569045552428915,0.009473300148125726,0.003538551938671,0.0132890812978153,0.00470425722856055,0.011568750153235276,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
logistic,nested_selected,ici,4,temporal fold,0.009095277989797776,0.0036608925861069536,0.0081767988230568,0.0065208223197269505,0.010751254493127626,0.0059846479205905,0.014042866392487,0.0063420975200148,0.012207036574225026,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
logistic,nested_selected,cal_intercept,4,temporal fold,-0.2155705817233929,0.61357847437165,0.0231461803472381,-0.312190494347505,0.11976609297135019,-1.1224867486887933,0.2139120611007454,-0.8197690356178737,0.15114808234781524,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
logistic,nested_selected,cal_slope,4,temporal fold,0.9426493599825095,0.16331305048020225,0.9686994093983422,0.8995938430153408,1.011754926365511,0.7202253577309145,1.1129732634024396,0.7846728884698195,1.074575782079367,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
logistic,nested_selected,oe_ratio,4,temporal fold,0.9638382247871192,0.19137814664104336,1.0100643469273036,0.8940891331570872,1.0798134385573355,0.6983119532512378,1.1369122520426318,0.7889290901206543,1.0988463763857677,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
logistic,opbgb_symmetric,brier,4,temporal fold,0.030990746905341402,0.0020459508189809936,0.0309916278162849,0.02994101238136355,0.03204136234026275,0.02855414366684,0.0334255883219558,0.029310596170054604,0.0326700167296847,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
logistic,opbgb_symmetric,logloss,4,temporal fold,0.1259270948533405,0.007097081269435083,0.12654464867043985,0.12288855212348063,0.12958319140029972,0.1168168352748855,0.1338022467975968,0.11965683635646429,0.13157979953311735,256,finite empirical fold-resampling sensitivity interval; not population-level coverage
