model,policy,delay_days,calibration,pr_auc,pr_auc_sd,roc_auc,brier,logloss,cal_intercept,cal_slope,recall_005,precision_005,value_capture_005,recall_01,value_capture_01
xgboost,sliding180_unweighted,7,beta,0.946721030836068,0.016794102100102303,0.9982204063358586,0.0006267235197204476,0.002727947459788993,-0.13595816989739737,1.0020654797554016,0.9239905728464315,0.755937334770444,0.9697385442516322,0.9701134414606215,0.9919938000792249
xgboost,sliding180_unweighted,7,platt,0.946721030836068,0.016794102100102324,0.9982204063358587,0.0006280401576077566,0.0027322614623699337,-0.11095137894153595,1.0072884211937587,0.9239905728464315,0.755937334770444,0.9697385442516322,0.9701134414606215,0.9919938000792249
xgboost,sliding180_unweighted,7,raw,0.946721030836068,0.016794102100102286,0.9982204063358586,0.0006375363979411001,0.002824620712393274,0.34499505752076703,0.9329595069090525,0.9239905728464315,0.755937334770444,0.9697385442516322,0.9701134414606215,0.9919938000792249
xgboost,sliding180_unweighted,14,beta,0.9462509267393537,0.016894027244569166,0.9982988381689358,0.0006277107313508168,0.0027480811113491654,-0.1646254025399685,0.9944523870944977,0.9241775785018608,0.7557501582129299,0.9687163386772859,0.9701864482958755,0.9916725716974902
xgboost,sliding180_unweighted,14,platt,0.9462509267393537,0.016894027244569183,0.9982988381689358,0.0006301495814113878,0.0027585746526407697,-0.14282368496060371,1.0000845690568287,0.9241775785018608,0.7557501582129299,0.9687163386772859,0.9701864482958755,0.9916725716974902
xgboost,sliding180_unweighted,14,raw,0.9462509267393537,0.016894027244569176,0.9982988381689358,0.0006379513530797946,0.002841779486819481,0.3447085575511058,0.9322281529506048,0.9241775785018608,0.7557501582129299,0.9687163386772859,0.9701864482958755,0.9916725716974902
xgboost,sliding180_unweighted,30,beta,0.9467390324034164,0.01708600341651784,0.9983544674819601,0.0006201883103737297,0.0027179336078309766,-0.16222129141290983,1.00765165189902,0.9253524176150694,0.7570653797738763,0.970239210315913,0.9708780972906084,0.9920927449866076
xgboost,sliding180_unweighted,30,platt,0.9467390566384238,0.0170859642886948,0.9983544674819601,0.0006224898849419939,0.002722988623039176,-0.1387036945670843,1.0125665664672852,0.9253524176150694,0.7570653797738763,0.970239210315913,0.9708780972906084,0.9920927449866076
xgboost,sliding180_unweighted,30,raw,0.9467390324034164,0.017086003416517816,0.9983544674819601,0.0006293124630853223,0.0028053039762501917,0.3469888639325897,0.9329135715961456,0.9253524176150694,0.7570653797738763,0.970239210315913,0.9708780972906084,0.9920927449866076
xgboost,sliding180_weighted,0,beta,0.9573503700499063,0.012573873909414609,0.9986383705796529,0.0005590984292211942,0.002412754741574948,-0.1030410397797823,1.0044846783081691,0.9345749395234871,0.7635301122145005,0.9748428977304803,0.9767759860599529,0.9936934840630133
xgboost,sliding180_weighted,0,platt,0.9573503700499065,0.01257387390941461,0.9986383705796529,0.0005574812579046314,0.0024204952254270515,-0.07055736643572648,1.0157579481601715,0.9345749395234871,0.7635301122145005,0.9748428977304803,0.9767759860599529,0.9936934840630133
xgboost,sliding180_weighted,0,raw,0.9573503701312434,0.012573873940852232,0.9986383717161376,0.000633082328325448,0.0027200006685840585,-1.2008095930020015,0.825838511188825,0.9345749395234871,0.7635301122145005,0.9748428977304803,0.9767759860599529,0.9936934840630133
xgboost,sliding180_weighted,7,beta,0.9582800976534287,0.011751929306375718,0.9986914457770771,0.0005498054015333764,0.002382809315652897,-0.10130945593118668,1.0036002645889919,0.9358419676184582,0.7648586114277501,0.974657245223613,0.9770232609801179,0.9944275811280967
xgboost,sliding180_weighted,7,platt,0.9582800976534287,0.011751929306375745,0.9986914457770771,0.0005473072863727187,0.0023871274606790394,-0.03160099685192108,1.0205607910950978,0.9358419676184582,0.7648586114277501,0.974657245223613,0.9770232609801179,0.9944275811280967
xgboost,sliding180_weighted,7,raw,0.9582800976534287,0.011751929306375763,0.9986914457770771,0.0006164750884636305,0.002669814207668727,-1.1847647776206334,0.8297174274921417,0.9358419676184582,0.7648586114277501,0.974657245223613,0.9770232609801179,0.9944275811280967
xgboost,sliding180_weighted,14,beta,0.9571790642921275,0.012512352411830185,0.9985657116558931,0.0005613792527583428,0.0024220528721343726,-0.1519868609805902,0.9944362044334412,0.9334324586505963,0.7625071128228073,0.975430881614734,0.9762279814771643,0.993751957339851
xgboost,sliding180_weighted,14,platt,0.9571790642921275,0.012512352411830178,0.9985657116558931,0.0005567802678948889,0.0024236034466108927,-0.10325416984657447,1.0063613504171371,0.9334324586505963,0.7625071128228073,0.975430881614734,0.9762279814771643,0.993751957339851
xgboost,sliding180_weighted,14,raw,0.9571790642921275,0.012512352411830154,0.9985657116558931,0.0006316354896019524,0.002719995507504791,-1.1953690499067307,0.8223799914121628,0.9334324586505963,0.7625071128228073,0.975430881614734,0.9762279814771643,0.993751957339851
xgboost,sliding180_weighted,30,beta,0.9578767289981407,0.01163138412602467,0.9986440664742565,0.0005534838831711871,0.0023965796475143484,-0.07043125852942467,1.0045285373926163,0.9335410094191404,0.7631023859291557,0.9739076769527246,0.9767445583904616,0.9941353033118236
